Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.35     0.00    19127     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::enable_arithm_ops&&mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::has_mul, mpfr::real<512l, (mpfr_rnd_t)0> const>::type mpfr::operator*<int>(int const&, mpfr::real<512l, (mpfr_rnd_t)0> const&)
  0.00      1.35     0.00    19125     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_math_funcs, mpfr::real<512l, (mpfr_rnd_t)0> const>::type mpfr::acos<512l, (mpfr_rnd_t)0>(mpfr::real<512l, (mpfr_rnd_t)0> const&)
  0.00      1.35     0.00    18770     0.00     0.00  std::_List_iterator<Vertex*>::_List_iterator(std::__detail::_List_node_base*)
  0.00      1.35     0.00    18307     0.00     0.00  Triangle* const* std::__addressof<Triangle* const>(Triangle* const&)
  0.00      1.35     0.00    17545     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Triangle*> >::~new_allocator()
  0.00      1.35     0.00    17545     0.00     0.00  std::allocator<std::_List_node<Triangle*> >::~allocator()
  0.00      1.35     0.00    17544     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Triangle*> >::new_allocator()
  0.00      1.35     0.00    17544     0.00     0.00  std::_List_base<Triangle*, std::allocator<Triangle*> >::_List_impl::~_List_impl()
  0.00      1.35     0.00    17544     0.00     0.00  std::_List_base<Triangle*, std::allocator<Triangle*> >::~_List_base()
  0.00      1.35     0.00    17544     0.00     0.00  std::list<Triangle*, std::allocator<Triangle*> >::~list()
  0.00      1.35     0.00    17543     0.00     0.00  std::allocator<std::_List_node<Triangle*> >::allocator()
  0.00      1.35     0.00    17543     0.00     0.00  std::_List_base<Triangle*, std::allocator<Triangle*> >::_List_impl::_List_impl()
  0.00      1.35     0.00    17543     0.00     0.00  std::_List_base<Triangle*, std::allocator<Triangle*> >::_List_base()
  0.00      1.35     0.00    17543     0.00     0.00  std::list<Triangle*, std::allocator<Triangle*> >::list()
  0.00      1.35     0.00    16540     0.00     0.00  std::_List_iterator<Vertex*>::operator*() const
  0.00      1.35     0.00    15443     0.00     0.00  Adjacency::addTriangle(Triangle*)
  0.00      1.35     0.00    15192     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<float> >::max_size(std::allocator<float> const&)
  0.00      1.35     0.00    15192     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const
  0.00      1.35     0.00    15192     0.00     0.00  std::vector<float, std::allocator<float> >::max_size() const
  0.00      1.35     0.00    15192     0.00     0.00  float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*)
  0.00      1.35     0.00    15192     0.00     0.00  float* std::__uninitialized_copy<true>::__uninit_copy<float*, float*>(float*, float*, float*)
  0.00      1.35     0.00    15192     0.00     0.00  float* std::__copy_move_a<false, float*, float*>(float*, float*, float*)
  0.00      1.35     0.00    15192     0.00     0.00  float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*)
  0.00      1.35     0.00    15192     0.00     0.00  float* std::__uninitialized_copy_a<float*, float*, float>(float*, float*, float*, std::allocator<float>&)
  0.00      1.35     0.00    15192     0.00     0.00  float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&)
  0.00      1.35     0.00    15192     0.00     0.00  float* std::copy<float*, float*>(float*, float*, float*)
  0.00      1.35     0.00    13565     0.00     0.00  std::_List_iterator<Triangle*>::_List_iterator()
  0.00      1.35     0.00    13562     0.00     0.00  Triangle::getNeighbors(std::list<Triangle*, std::allocator<Triangle*> >&)
  0.00      1.35     0.00    13562     0.00     0.00  __gnu_cxx::new_allocator<mpfr::real<512l, (mpfr_rnd_t)0>*>::destroy(mpfr::real<512l, (mpfr_rnd_t)0>**)
  0.00      1.35     0.00    13562     0.00     0.00  __gnu_cxx::new_allocator<mpfr::real<512l, (mpfr_rnd_t)0>*>::construct(mpfr::real<512l, (mpfr_rnd_t)0>**, mpfr::real<512l, (mpfr_rnd_t)0>* const&)
  0.00      1.35     0.00    13562     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::deallocate(std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*>*, unsigned long)
  0.00      1.35     0.00    13562     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::allocate(unsigned long, void const*)
  0.00      1.35     0.00    13562     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::max_size() const
  0.00      1.35     0.00    13562     0.00     0.00  std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_M_get_node()
  0.00      1.35     0.00    13562     0.00     0.00  std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_M_create_node(mpfr::real<512l, (mpfr_rnd_t)0>* const&)
  0.00      1.35     0.00    13562     0.00     0.00  std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_M_insert(std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*>, mpfr::real<512l, (mpfr_rnd_t)0>* const&)
  0.00      1.35     0.00    13562     0.00     0.00  std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::push_back(mpfr::real<512l, (mpfr_rnd_t)0>* const&)
  0.00      1.35     0.00    12750     0.00     0.00  mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::mul(__mpfr_struct*, __mpfr_struct const*, double, mpfr_rnd_t)
  0.00      1.35     0.00    12750     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::enable_arithm_ops&&mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::has_mul, mpfr::real<512l, (mpfr_rnd_t)0> const>::type mpfr::operator*<double>(double const&, mpfr::real<512l, (mpfr_rnd_t)0> const&)
  0.00      1.35     0.00    12027     0.00     0.00  std::list<Vertex*, std::allocator<Vertex*> >::end()
  0.00      1.35     0.00    12005     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_math_funcs, mpfr::real<512l, (mpfr_rnd_t)0> const>::type mpfr::abs<512l, (mpfr_rnd_t)0>(mpfr::real<512l, (mpfr_rnd_t)0> const&)
  0.00      1.35     0.00    11220     0.00     0.00  Mesh::setNeighbors(Triangle*, Triangle*)
  0.00      1.35     0.00    11144     0.00     0.00  Adjacency::removeTriangle(Triangle*)
  0.00      1.35     0.00    10559     0.00     0.00  std::list<Adjacency*, std::allocator<Adjacency*> >::remove(Adjacency* const&)
  0.00      1.35     0.00    10304     0.00     0.00  std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::_Deque_iterator(std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> const&)
  0.00      1.35     0.00    10274     0.00     0.00  __gnu_cxx::new_allocator<Vertex*>::~new_allocator()
  0.00      1.35     0.00    10274     0.00     0.00  std::allocator<Vertex*>::~allocator()
  0.00      1.35     0.00    10270     0.00     0.00  __gnu_cxx::new_allocator<Vertex*>::new_allocator()
  0.00      1.35     0.00    10266     0.00     0.00  std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_get_Tp_allocator() const
  0.00      1.35     0.00    10266     0.00     0.00  std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_get_Node_allocator() const
  0.00      1.35     0.00    10266     0.00     0.00  std::allocator<Vertex*>::allocator<std::_List_node<Vertex*> >(std::allocator<std::_List_node<Vertex*> > const&)
  0.00      1.35     0.00    10266     0.00     0.00  Vertex** std::__addressof<Vertex*>(Vertex*&)
  0.00      1.35     0.00     9769     0.00     0.00  FiniteVolume::distCircuncenterTrianglesShareInterface(Vertex*, Vertex*)
  0.00      1.35     0.00     9366     0.00     0.00  Triangle::replaceNeighbor(Triangle*, Triangle*)
  0.00      1.35     0.00     9323     0.00     0.00  mpfr::real<512l, (mpfr_rnd_t)0>::real<double>(double const&, mpfr::enable_if<mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::has_set&&mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::enable_impl_ctor, void>::type*)
  0.00      1.35     0.00     9280     0.00     0.00  FiniteVolume::computeInternalV(Vertex*, Adjacency*)
  0.00      1.35     0.00     8896     0.00     0.00  Adjacency* const* std::__addressof<Adjacency* const>(Adjacency* const&)
  0.00      1.35     0.00     8862     0.00     0.00  void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)
  0.00      1.35     0.00     8862     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long)
  0.00      1.35     0.00     8862     0.00     0.00  std::vector<float, std::allocator<float> >::begin()
  0.00      1.35     0.00     8862     0.00     0.00  void std::_Destroy<float*>(float*, float*)
  0.00      1.35     0.00     8862     0.00     0.00  void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&)
  0.00      1.35     0.00     8790     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      1.35     0.00     8673     0.00     0.00  Utils::orientation(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, Vertex*, Vertex*)
  0.00      1.35     0.00     8666     0.00     0.00  mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::div_b(__mpfr_struct*, int, __mpfr_struct const*, mpfr_rnd_t)
  0.00      1.35     0.00     8666     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::enable_arithm_ops&&mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::has_div_b, mpfr::real<512l, (mpfr_rnd_t)0> const>::type mpfr::operator/<int>(int const&, mpfr::real<512l, (mpfr_rnd_t)0> const&)
  0.00      1.35     0.00     8596     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, int, true>::enable_compar_ops, int>::type mpfr::operator>=<mpfr::real<512l, (mpfr_rnd_t)0>, int>(mpfr::real<512l, (mpfr_rnd_t)0> const&, int const&)
  0.00      1.35     0.00     8550     0.00     0.00  std::__deque_buf_size(unsigned long)
  0.00      1.35     0.00     8417     0.00     0.00  __gnu_cxx::new_allocator<Vertex*>::destroy(Vertex**)
  0.00      1.35     0.00     8417     0.00     0.00  __gnu_cxx::new_allocator<Vertex*>::construct(Vertex**, Vertex* const&)
  0.00      1.35     0.00     8156     0.00     0.00  std::_List_iterator<Vertex*>::operator!=(std::_List_iterator<Vertex*> const&) const
  0.00      1.35     0.00     7846     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, int, true>::enable_compar_ops, int>::type mpfr::operator><mpfr::real<512l, (mpfr_rnd_t)0>, int>(mpfr::real<512l, (mpfr_rnd_t)0> const&, int const&)
  0.00      1.35     0.00     7596     0.00     0.00  __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long)
  0.00      1.35     0.00     7596     0.00     0.00  __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*)
  0.00      1.35     0.00     7596     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&)
  0.00      1.35     0.00     7596     0.00     0.00  std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const
  0.00      1.35     0.00     7596     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long)
  0.00      1.35     0.00     7596     0.00     0.00  std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&)
  0.00      1.35     0.00     6743     0.00     0.00  std::list<Vertex*, std::allocator<Vertex*> >::begin()
  0.00      1.35     0.00     6377     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_math_funcs, mpfr::real<512l, (mpfr_rnd_t)0> const>::type mpfr::const_pi<512l, (mpfr_rnd_t)0>()
  0.00      1.35     0.00     6375     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::type, double, true>::enable_compar_ops, int>::type mpfr::operator==<mpfr::real<512l, (mpfr_rnd_t)0>, double>(mpfr::real<512l, (mpfr_rnd_t)0> const&, double const&)
  0.00      1.35     0.00     6375     0.00     0.00  Triangle::updateAngle()
  0.00      1.35     0.00     6375     0.00     0.00  Triangle::updateCcenter()
  0.00      1.35     0.00     6375     0.00     0.00  Triangle::updateRadiusEdge()
  0.00      1.35     0.00     6375     0.00     0.00  mpfr::real<512l, (mpfr_rnd_t)0>::operator-() const
  0.00      1.35     0.00     5402     0.00     0.00  Utils::orientation(Vertex*, Vertex*, Vertex*)
  0.00      1.35     0.00     5402     0.00     0.00  Triangle::setVertices(Vertex*, Vertex*, Vertex*)
  0.00      1.35     0.00     5402     0.00     0.00  Triangle::Triangle(Vertex*, Vertex*, Vertex*)
  0.00      1.35     0.00     5402     0.00     0.00  Triangle::~Triangle()
  0.00      1.35     0.00     5372     0.00     0.00  std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_get_Node_allocator()
  0.00      1.35     0.00     5133     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Vertex*> >::deallocate(std::_List_node<Vertex*>*, unsigned long)
  0.00      1.35     0.00     5133     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Vertex*> >::allocate(unsigned long, void const*)
  0.00      1.35     0.00     5133     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Vertex*> >::max_size() const
  0.00      1.35     0.00     5133     0.00     0.00  std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_get_node()
  0.00      1.35     0.00     5133     0.00     0.00  std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_put_node(std::_List_node<Vertex*>*)
  0.00      1.35     0.00     5133     0.00     0.00  std::list<Vertex*, std::allocator<Vertex*> >::_M_create_node(Vertex* const&)
  0.00      1.35     0.00     5133     0.00     0.00  std::list<Vertex*, std::allocator<Vertex*> >::_M_insert(std::_List_iterator<Vertex*>, Vertex* const&)
  0.00      1.35     0.00     5133     0.00     0.00  std::list<Vertex*, std::allocator<Vertex*> >::push_back(Vertex* const&)
  0.00      1.35     0.00     4750     0.00     0.00  mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, int, true>::enable_compar_ops, int>::type mpfr::operator==<mpfr::real<512l, (mpfr_rnd_t)0>, int>(mpfr::real<512l, (mpfr_rnd_t)0> const&, int const&)
  0.00      1.35     0.00     4626     0.00     0.00  std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_M_init()
  0.00      1.35     0.00     4626     0.00     0.00  std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_M_clear()
  0.00      1.35     0.00     4626     0.00     0.00  std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::begin()
  0.00      1.35     0.00     4538     0.00     0.00  std::_Deque_iterator<Vertex*, Vertex*&, Vertex**>::_Deque_iterator(std::_Deque_iterator<Vertex*, Vertex*&, Vertex**> const&)
  0.00      1.35     0.00     4490     0.00     0.00  std::deque<Vertex*, std::allocator<Vertex*> >::begin()
  0.00      1.35     0.00     4482     0.00     0.00  std::_Deque_iterator<Vertex*, Vertex*&, Vertex**>::operator*() const
  0.00      1.35     0.00     4482     0.00     0.00  std::deque<Vertex*, std::allocator<Vertex*> >::front()
  0.00      1.35     0.00     4482     0.00     0.00  std::queue<Vertex*, std::deque<Vertex*, std::allocator<Vertex*> > >::front()
  0.00      1.35     0.00     3915     0.00     0.00  std::_List_iterator<Vertex*>::operator++(int)
  0.00      1.35     0.00     3747     0.00     0.00  Mesh::deleteTriangle(Triangle*)
  0.00      1.35     0.00     3728     0.00     0.00  Utils::distance(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&)
  0.00      1.35     0.00     3713     0.00     0.00  std::deque<Vertex*, std::allocator<Vertex*> >::empty() const
  0.00      1.35     0.00     3713     0.00     0.00  std::queue<Vertex*, std::deque<Vertex*, std::allocator<Vertex*> > >::empty() const
  0.00      1.35     0.00     3713     0.00     0.00  bool std::operator==<Vertex*, Vertex*&, Vertex**>(std::_Deque_iterator<Vertex*, Vertex*&, Vertex**> const&, std::_Deque_iterator<Vertex*, Vertex*&, Vertex**> const&)
  0.00      1.35     0.00     3594     0.00     0.00  Mesh::createAdjacency(Vertex*, Vertex*, Triangle*, Triangle*, int)
  0.00      1.35     0.00     3579     0.00     0.00  Adjacency::Adjacency(Vertex*, Vertex*)
  0.00      1.35     0.00     3579     0.00     0.00  Adjacency::~Adjacency()
  0.00      1.35     0.00     3284     0.00     0.00  std::deque<Vertex*, std::allocator<Vertex*> >::pop_front()
  0.00      1.35     0.00     3284     0.00     0.00  std::deque<Vertex*, std::allocator<Vertex*> >::push_back(Vertex* const&)
  0.00      1.35     0.00     3284     0.00     0.00  std::queue<Vertex*, std::deque<Vertex*, std::allocator<Vertex*> > >::pop()
  0.00      1.35     0.00     3284     0.00     0.00  std::queue<Vertex*, std::deque<Vertex*, std::allocator<Vertex*> > >::push(Vertex* const&)
  0.00      1.35     0.00     3260     0.00     0.00  std::deque<Triangle*, std::allocator<Triangle*> >::begin()
  0.00      1.35     0.00     3000     0.00     0.00  std::_List_const_iterator<Adjacency*>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      1.35     0.00     2965     0.00     0.00  std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::_S_buffer_size()
  0.00      1.35     0.00     2935     0.00     0.00  std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_get_Tp_allocator() const
  0.00      1.35     0.00     2867     0.00     0.00  std::list<Triangle*, std::allocator<Triangle*> >::empty() const
